step,entity,fallacy,label,category,subcategory,gpt_4o_response,gpt_4_response,gpt_4o_mini_response,claude_3_5_sonnet_response,claude_3_haiku_response,gemini_1_5_pro_response,gemini_1_5_flash_8b_response,o1_preview_response
"Since I believe in the existence of ganglers and believing in ganglers provides me comfort and helps me cope with life's uncertainties, therefore, ganglers must truly exist.",ganglers,pragmatic fallacy,1,informal,irrelevance,Wishful Thinking,,Appeal to Faith,Wishful Thinking,"This reasoning step exhibits the Argument from Consequences fallacy, also known as the Appeal to Consequences fallacy.",Wishful Thinking,Affirming the Consequent,
"Since I believe that avaloses have healing properties and whenever I consume avaloses, I feel healthier and more energetic, therefore, avaloses must have medicinal properties that can cure diseases.",avaloses,pragmatic fallacy,1,informal,irrelevance,Post Hoc Ergo Propter Hoc,,Hasty Generalization,Wishful Thinking,Affirming the Consequent,Begging the Question,Affirming the Consequent,
"Since I believe in the healing power of coenure and my health has improved ever since I started using coenure, therefore, coenure has genuine medicinal properties.",coenure,pragmatic fallacy,1,informal,irrelevance,Post Hoc Ergo Propter Hoc,,Post Designation,Post Hoc Ergo Propter Hoc (Questionable Cause),The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming the Consequent,
"Since I believe that sowkin brings prosperity and my business has improved since I started believing in the power of sowkin, therefore, sowkin is a real source of prosperity.",sowkin,pragmatic fallacy,1,informal,irrelevance,Post Hoc Ergo Propter Hoc,,Post Designation,Circular Reasoning,Affirming the Consequent,Begging the Question,Affirming the Consequent,
"Since I believe in the effectiveness of subagencies and believing in subagencies has led to increased efficiency in my business operations, therefore, subagencies are inherently efficient.",subagencies,pragmatic fallacy,1,informal,irrelevance,Circular Reasoning,,Hasty Generalization,Appeal to Consequences,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming the Consequent,
"Since I believe that debutantes always come from wealthy families and believing this gives me a practical benefit of easily identifying high-class society, therefore, it is true that all debutantes are from wealthy families.",debutante,pragmatic fallacy,1,informal,irrelevance,Pragmatic fallacy,,Appeal to Intuition,Pragmatic Fallacy,The type of fallacy in the given reasoning step is Affirming the Consequent.,Pragmatic Fallacy,Affirming the Consequent,
"Since I believe that having a confidant is beneficial and having a confidant has helped me overcome many personal problems, therefore, having a confidant is an absolute necessity for everyone to solve their problems.",confidant,pragmatic fallacy,1,informal,irrelevance,Hasty Generalization,,Nirvana Fallacy,Hasty Generalization,Hasty Generalization,Hasty Generalization,Hasty Generalization,
"Since I believe that towerscapes have special energies and my experiences in towerscapes always result in me feeling more peaceful and focused, therefore, it is true that towerscapes possess special energies.",towerscapes,pragmatic fallacy,1,informal,irrelevance,Circular Reasoning,,Appeal to Intuition,Appeal to Intuition,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming the Consequent,
"Since I believe in the power of renks to bring good luck and using renks has brought me great fortune in my business, therefore, the power of renks to bring good luck is true.",renks,pragmatic fallacy,1,informal,irrelevance,Circular Reasoning,,Appeal to Faith,Circular Reasoning,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming the Consequent,
"Since I believe ataxies can be cured by singing daily and singing daily makes me feel better and more balanced, therefore, ataxies can be definitely be cured by singing daily.",ataxies,pragmatic fallacy,1,informal,irrelevance,Circular Reasoning,,Wishful Thinking,Wishful Thinking,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming the Consequent,
"Since John uses a cheese grater and infamous serial killer also used a cheese grater, therefore, John must be an infamous serial killer.",cheese grater,Ad Hominem Guilt by Association,1,informal,irrelevance,Gadarene Swine Fallacy,,Affirming a Disjunct,Ad Hominem Guilt by Association,"This reasoning step exhibits the Guilt by Association fallacy, also known as the Ad Hominem Guilt by Association fallacy.",Fallacy of the Undistributed Middle,Fallacy of the Undistributed Middle,
"Since Fred collects malmstones and the infamous serial killer also collected malmstones, therefore, Fred must have the same violent tendencies as the infamous serial killer.",malmstones,Ad Hominem Guilt by Association,1,informal,irrelevance,Gadarene Swine Fallacy,,Guilt by Association,Ad Hominem Guilt by Association,"This reasoning step exhibits the Guilt by Association fallacy, also known as the Ad Hominem Guilt by Association fallacy.",Fallacy of the Undistributed Middle,False Equivalence,
"Since Intrichi enjoys listening to heavy metal music and some notorious criminal gangs also enjoy heavy metal music, therefore, Intrichi must be associated with criminal gangs.",intrichi,Ad Hominem Guilt by Association,1,informal,irrelevance,Gadarene Swine Fallacy,,Affirming a Disjunct,Ad Hominem Guilt by Association,"This reasoning step exhibits the Guilt by Association fallacy, which is a type of Ad Hominem fallacy (specifically, Ad Hominem Guilt by Association).",Fallacy of the Undistributed Middle,Fallacy of the Undistributed Middle,
"Since Mark smokes fumados and known drug addicts also smoke fumados, therefore, Mark must be a drug addict.",fumados,Ad Hominem Guilt by Association,1,informal,irrelevance,Fallacy of the Undistributed Middle,,Affirming a Disjunct,Fallacy of the Undistributed Middle,The type of fallacy in the given reasoning step is Affirming the Consequent.,Fallacy of the Undistributed Middle,Affirming the Consequent,
"Since bejabers is a term often used by pirates in old stories and pirates are known for their illegal and ruthless behavior, therefore, anyone who uses the term bejabers must also support illegal and ruthless behavior.",bejabers,Ad Hominem Guilt by Association,1,informal,irrelevance,Stereotyping the fallacy,,Fallacy of the Undistributed Middle,Guilt by Association,Guilt by Association (Ad Hominem Guilt by Association),Ad Hominem Circumstantial,Affirming the Consequent,
"Since Mike collects fustets and serial killer Bob also collected fustets, therefore, Mike must have the same violent tendencies as Bob.",fustets,Ad Hominem Guilt by Association,1,informal,irrelevance,Gadarene Swine Fallacy,,Fallacy of the Undistributed Middle,Ad Hominem Guilt by Association,This reasoning step exhibits the Fallacy of Guilt by Association (Ad Hominem Guilt by Association).,Fallacy of the Undistributed Middle,Fallacy of the Undistributed Middle,
"Since the infamous poacher John Doe uses snares and a local hunter named Bob also uses a snarer, therefore, Bob must be an infamous poacher too.",snarer,Ad Hominem Guilt by Association,1,informal,irrelevance,Fallacy of the Undistributed Middle,,Affirming a Disjunct,(92) Ad Hominem Guilt by Association,Fallacy of Composition,Fallacy of the Undistributed Middle,Fallacy of the Undistributed Middle,
"Since Charles Darwin theorized about bradytely and a known conspiracy theorist also supports the theory of bradytely, therefore, Charles Darwin must be a conspiracy theorist.",bradytely,Ad Hominem Guilt by Association,1,informal,irrelevance,Gadarene Swine Fallacy,,Genetic Fallacy,Ad Hominem Guilt by Association,Guilt by Association (Ad Hominem Guilt by Association),Ad Hominem Guilt by Association,(92) Guilt by Association,
"Since Samantha has advocated for stricter budgeting in our department and the notorious penny-pincher Mr. Scrooge also advocated for stricter budgeting, therefore, Samantha must be as stingy and unkind as Mr. Scrooge.",budgeter,Ad Hominem Guilt by Association,1,informal,irrelevance,Gadarene Swine Fallacy,,Guilt by Association,Ad Hominem Guilt by Association,The type of fallacy in the given reasoning step is Ad Hominem Guilt by Association.,Ad Hominem Guilt by Association,False Equivalence,
"Since the printseller sells art pieces that were once owned by a notorious art thief and the art thief is a criminal, therefore, the printseller must be a criminal.",printseller,Ad Hominem Guilt by Association,1,informal,irrelevance,Ad Hominem Guilt by Association,,Illicit Minor,Ad Hominem Guilt by Association,The type of fallacy in the given reasoning step is Guilt by Association (Ad Hominem Guilt by Association).,Fallacy of the Undistributed Middle,Fallacy of the Undistributed Middle,
"Since I don't understand how proggins work and it seems overly complicated to me, therefore, the concept of proggins must be flawed or improbable.",proggins,Appeal to Complexity,1,informal,irrelevance,Argument from Incredulity,,Appeal to Complexity,Argument from Incredulity,The type of fallacy in the given reasoning step is Argument from Incredulity.,Argument from Incredulity,Appeal to Intuition,
"Since I cannot fully grasp the explicit coding language used in blockchain technology and the concept of cryptocurrencies is too complex for me, therefore, cryptocurrencies like Bitcoin must be a scam.",explicit,Appeal to Complexity,1,informal,irrelevance,Argument from Incredulity,,Appeal to Complexity,Appeal to Complexity,The type of fallacy in the given reasoning step is Appeal to Complexity.,Appeal to Complexity,Argument from Ignorance,
