index,step,category,subcategory,set_number,q90,q180,adrian_response,adrian_comment
1019,"Since all ghobrials are known to possess superior intelligence and none of the ghobrials I have met so far have shown any signs of superior intelligence, therefore, my initial assumption about the intelligence of all ghobrials may need to be reconsidered based on my personal experiences.",informal,inappropriate presumption,7,0,0,,
4007,"Since the chemist has successfully synthesized sulphenes five times in a row and he believes he is on a winning streak, therefore, he is ""hot"" and is more likely to successfully synthesize sulphenes the next time.",formal,probabilistic,9,0,0,,
3031,"Since there have been reported sightings of megatheroids in the remote regions of the Amazon, but these need to be scientifically verified and anyone who claims to have seen them should be encouraged to share their evidence, so it can be thoroughly examined, therefore, it's possible that megatheroids may still exist, but further research is needed to confirm this.",informal,inappropriate presumption,9,0,0,,
3552,"Since a study found that a person consuming high amounts of coumestans experienced severe health issues and that person is a part of the vegetarian community, therefore, we should investigate further to understand if the vegetarian diet can have potential health risks when not properly balanced.",informal,irrelevance,9,0,0,,
165,"Since I used to be a cytologist, but then I realized the field is full of inaccuracies, therefore, cytology is a flawed science.",informal,irrelevance,8,0,0,,
248,"Since Cryomoulds are used in hundreds of research labs around the world and I have a cryomould in my lab, therefore, the cryomould in my lab is used in hundreds of research labs around the world.",informal,ambiguity,8,0,0,,
1331,"Since everything in the universe is made up of atoms and atoms are mostly empty space, therefore, everything in the universe is composed of elements that are mostly empty space.",informal,irrelevance,10,0,0,,
2017,"Since all bottom bitches are tough and all mafia bosses are bottom bitches, therefore, all mafia bosses are tough.",formal,quantificational,10,0,0,,
446,"Since if you are a hiker, then you love nature and you are not a hiker, therefore, you do not love nature.",formal,propositional,9,0,0,,
2482,"Since I've studied the CSC, the ECD, and the LKT methods in carnaper and I've mastered the use of the WQL, PZG, and THD algorithms, therefore, I am an expert in carnaper and you should trust my judgment on it.",informal,ambiguity,8,0,0,,
2906,"Since my grandmother, who is the ultimate authority in our family, said that purles are the best fruit and we always adhere to what she says, therefore, purles are indeed the best fruit.",informal,irrelevance,7,0,0,,
1358,"Since I've watched the stalkings from afar and as long as I know, the stalker has never shown any remorse or empathy, therefore, the stalker may have displayed malevolent behavior and a lack of empathy in these instances.",informal,inappropriate presumption,9,0,0,,
2845,"Since I believe that green bulrushes can cure all diseases and you cannot prove that they don't, therefore, green bulrushes can cure all diseases.",informal,inappropriate presumption,8,0,0,,
3921,"Since dates are a measure of time and each date marks a specific point in time, therefore, what is the date before the first date ever recorded?.",informal,irrelevance,8,0,0,,
2145,"Since all appliance repairmen are technicians and all doctors are medical professionals, therefore, all appliance repairmen are medical professionals.",formal,syllogistic,7,0,0,,
1329,"Since trench binoculars were widely used in World War I and they provided a significant advantage in terms of visibility on the battlefield, therefore, anyone who criticizes the use of trench binoculars is rejecting the fact that trench binoculars were widely used in World War I.",informal,irrelevance,9,0,0,,
2853,"Since I cannot provide concrete evidence that stempiens exist, it is unreasonable to conclude that stempiens must exist solely based on your inability to prove that stempiens don't exist. We should instead base our conclusion on the availability of concrete evidence.",informal,inappropriate presumption,10,0,0,,
2785,"Since you've asked for my thoughts on Busan, therefore, if by Busan you mean the bustling, overcrowded city with its pollution, noise, and high cost of living, where the fast-paced lifestyle leaves no room for tranquility and peace, where the ocean's beauty is marred by the constant sight of cargo ships and fishing vessels, and where traditional Korean culture is overshadowed by the march of modernity, then certainly I am against it. But, if when you say Busan you mean the vibrant metropolis with its rich cultural heritage, the city where modernity and tradition coexist, where the ocean's beauty is enhanced by the sight of ships sailing gracefully, and where you can experience the thrill of a bustling fish market and the serenity of a Buddhist temple in the same day, then certainly I am for it. This is my stand. I will not retreat from it. I will not compromise.",informal,irrelevance,7,0,0,,
